,Unnamed: 0,season,episode_number,episode_title,quote,author
31487,43134,8,2,The Red Sweater,"And Im the happiest guy in the world! (Monica goes and sits down in a huff.) Oh honey, come on dont be upset. We still have so much to look forward to!",Chandler
21857,31655,6,7,Phoebe Runs,"Well, the end table is wrong, The couch looks bizarre and don`t even get me started on the refrigerator magnets.",Monica
19385,28950,5,21,The Ball,Uh-huh! (They hug.) I`m sohappy. (She`s not happy.),Phoebe
42511,56783,10,7,The Home Study,"Hey, maybe I should stop by! She could be a soap opera fan! It`s very impressive when the little people know a celebrity.",Joey
17352,26586,5,12,Chandler`s Work Laugh,"Just, y`know out.",Ross
10728,18711,4,3,The Cuffs,What?!,Rachel
5010,11613,3,1,The Princess Leia Fantasy,(entering with Monica in tow) Hey!,Ross
18910,28396,5,19,Ross Can`t Flirt,"See, I`m finding out all this stuff about you today, like you like the Law & Order and that you flirted with every guy in the Tri-State area!",Chandler
44405,59016,10,14,Princess Consuela,"Oh, you know what? You`re gonna get it. I-I-I-I can feel it.",Ross
3385,4466,1,18,All The Poker,That`s a bird?,Phoebe
14524,23329,4,22,The Worst Best Man Ever,Sooo?,Monica
22793,32762,6,12,The Joke,"Well, she is going to know that you stole the joke.",Chandler
22473,32412,6,11,The Apothecary Table,Thats great!,Chandler
20334,30016,6,1,Vegas,"Oh hi! Hi! Yknow, we were just talking about bacon.",Monica
649,805,1,4,George Stephanopoulos,"See, there`s always one guy. (Mocking) `If I had a wish, I`d wish for three more wishes.` (Joey enters.)",Rachel
26718,37376,7,4,Rachel`s Assistant,Quick! What time is it?! (Holds his watch in front of her face.),Chandler
41719,55782,10,3,Ross`s Tan,"Excellent! Stick it in the ice bucket, the phone is off the hook, and in the interest of powering through (Starts to remove her bra from under her clothes)...",Rachel
6168,12974,3,6,The Flashback,Lifeguards.,Joey
8288,15563,3,16,The Morning After,What?,Chandler
981,1192,1,5,The East German Laundry Detergent,"(to Joey) He is so cute. (to Angela and Bob) So, where did you guys grow up?",Monica
43173,57541,10,9,The Birth Mother,"So, we`ll tell the truth and who knows, maybe she`ll like us for us.",Chandler
23010,33017,6,13,Rachel`s Sister,I dont think charging new clothes too your dad qualifies as making it on your own.,Ross
33141,45114,8,9,The Rumor,Nope! Every once and a while I just scream stuff at the TV.,Chandler
24237,34444,6,18,Ross Dates A Student,"What?! No! No! Wait! Youre right, this is stupid. Who cares what people think? I mean, I mean we like each other right? Theres nothing wrong with that. Come on. (They get up and go over to the table where his colleagues are sitting.) Burt? Lydia? Mel? This is Elizabeth.",Ross
31823,43505,8,3,Rachel Tells...,No.,Chandler
6745,13655,3,9,The Football,"Oh, yeah, that. All right, means that much to ya, Ill let you have her.",Joey
31852,43538,8,3,Rachel Tells...,What? What? What?!! Well they should put that on the box!!!,Ross
16641,25785,5,9,Ross`s Sandwich,See? They`re Joey`s! J-J-J-J-J-Joey`s!,Chandler
710,875,1,4,George Stephanopoulos,Peach pit.,Ross
41410,55375,10,2,Ross Is Fine,"No. We should all have dinner. Yes, we`ll do it tomorrow night. I`ll cook!!",Ross
13580,22214,4,17,The Free Porn,"Hey, tell him about Relaxi-Taxi, and-and ask him if he thinks thats better than Relaxi Cab.",Phoebe
33835,45970,8,12,Joey Dates Rachel,"All right, now dont judge me. I normally wait until my date leaves, but you live here. Im ripping into this swan.",Rachel
30453,41768,7,21,The Vows,"Actually, it looks really good. (Turns towards the window and now Phoebe starts jumping to divert his attention.)",Ross
39183,52694,9,16,The Boob Job,"Because I just didn`t know how much I wanted it. And I love you, and I wanted to live with you.",Phoebe
40345,54035,9,21,The Fertility Test,I don`t have to tell you everything!,Phoebe
29181,40323,7,16,The Truth About London,"Well, were trying to find someone to perform our wedding and theyre all either boring or annoying or yknow, cant stop staring at the ladies. (Points to her chest.)",Monica
12714,21113,4,13,Rachel`s Crush,(shocked) Youve never asked a guy out?!!,Phoebe
42779,57118,10,8,The Late Thanksgiving,Okay. (pause) And get ready to taste my very special cranberries. Or should I say... chanberries!,Chandler
21209,30961,6,5,Joey`s Porsche,"Yeah, Im gonna pass. Cause I was kinda iffy when it was puppies.",Chandler
38588,51979,9,14,The Blind Dates,"Well, I think it`s great that you`re going on a date, you know? I mean, it sounds healthy. I mean, you have needs. Embrace your womanhood!",Chandler
39755,53348,9,19,Rachel`s Dream,But what?,Phoebe
43957,58487,10,12,Phoebe`s Wedding,"Uh, for your information, since they hired a very hot weather girl.",Joey
20033,29672,5,23,In Vegas,Dont you see what this means?! I can forget about that stupid movie. I`m gonna be a millionaire!,Joey
11327,19463,4,7,Chandler Crosses The Line,You got all that from the back of her head?,Joey
4679,6090,2,1,Ross`s New Girlfriend,"I don`t know, I just kinda ran into him last night.",Rachel
39113,52619,9,16,The Boob Job,"Yeah! If you don`t I will! Of course your body`s gonna change. Your breasts are gonna get bigger, your ass is gonna get bigger, you`re gonna lose bladder control. (she starts sobbing) God! It`s just such a magical time!",Rachel
16734,25890,5,9,Ross`s Sandwich,"Well, get ready to come out of the non-gay closet!",Joey
20891,30604,6,3,Ross`s Denial,"Youre never gonna believe it uh, Monica and Chandler are moving in again. Thats great news rightI mean for them. Right?",Ross
39323,52843,9,17,The Memorial Service,Base Unit! Think Monica! Think!,Monica
23481,33582,6,15,"That Could Have Been, Part I & II",(entering) Hey there you are!,Joey
13305,21873,4,16,The Fake Party,Yay! Emily!,Rachel
33628,45738,8,11,Ross`s Step Forward,"Forget it. I-IYknow what? Ill just have the conversation. Ill just say I like things the way they are, and hope for the best. What do you think Rach?",Ross
31538,43186,8,2,The Red Sweater,(entering) Hi.,Rachel
41197,55123,10,1,Joey and Rachel Kiss,What`s wrong?,Joey
31172,42646,7,23,Chandler And Monica`s Wedding,I do.,Monica
11479,19640,4,7,Chandler Crosses The Line,"Well, youre timing couldnt be better. Shes not my girlfriend anymore.",Joey
19228,28762,5,20,The Ride Along,"Ohh, honey no problem. Okay. (Gets up.)",Rachel
21289,31054,6,5,Joey`s Porsche,"Well, I was trying to prove that I was right. Yknow? And it turns out I was wrong. And now its lodged in my throat. (Mimics a cat trying to cough up a hairball.) (He does it again.)",Chandler
10454,18357,4,2,The Cat,"You guys, theres a little girl in Soho looking for this cat. I mean, you know what that means?!",Rachel
45288,60067,10,17,"The Last One, Part I & II","Well, maybe we can just tip the table a little.",Joey
384,450,1,2,The Sonogram At The End,"-she, of course, she- uh- familiar with our.. special situation?",Ross
10567,18493,4,3,The Cuffs,"(laughs) You ah, you didnt say Yes to that did you?",Rachel
6784,13695,3,9,The Football,Oh really! Why is that?,Ross
32110,43818,8,4,The Videotape,"(voiceover) So when she came in, I got distracted and totally forgot about the camera. [Cut back to the present day.] It kept rolling and recorded everything.",Ross
34840,47039,8,17,The Tea Leaves,What?! No! No!,Chandler
44203,58771,10,13,Joey Speaks French,How?,Monica
17045,26253,5,11,All The Resulutions,"So? Who would you rather have kiss you, me or Chandler?",Joey
34800,46991,8,16,Joey Tells Rachel,"Actually uh, could you give us a second?",Joey
28773,39798,7,14,They All Turn Thirty,"Happy thirtieth birthday! Here! (Hands her the hippity-hop.) Its for the child in you, and the woman. Happy thirtieth!",Phoebe
27343,38083,7,7,Ross`s Library Book,Its actually going to be just family.,Monica
40583,54339,9,22,The Donor,Good!,Phoebe
18305,27670,5,16,The Cop,"All right, let`s uh, let`s bring it back down and-and try again.",Ross
42234,56405,10,5,Rachel`s Sister Babysits,That`s not very enlightened!,Phoebe
43920,58448,10,12,Phoebe`s Wedding,(smiling to himself too) That`s what I was doing too.,Chandler
43916,58444,10,12,Phoebe`s Wedding,"(starting to panic) Oh my God, everything is such a mess. Why is this happening to me?",Phoebe
4347,5715,1,23,The Birth,"He doesn`t do much, does he?",Joey
37589,50364,9,6,The Male Nanny,King?,Ross
31523,43171,8,2,The Red Sweater,In-in three minutes.,Ross
37813,50671,9,7,Ross`s Inappropriate Song,"I really, really am sorry.",Phoebe
14169,22945,4,20,The Wedding Dresses,Thank you!,Phoebe
14796,23625,4,23,Ross`s Wedding,Oh. Oh.,Phoebe
37554,50323,9,6,The Male Nanny,"(sarcastically) Uhuh... Yeah...!, you know. And given my life long search for irony, you can imagine how happy I am.",Phoebe
1891,2328,1,10,The Monkey,I know where Minsk is.,Phoebe
45435,60241,10,17,"The Last One, Part I & II",I put three lasagnas in your freezer.,Monica
37962,50898,9,8,Rachel`s Other Sister,"Ok, fine, but I don`t want them bonding to much. I don`t want her telling Emma she needs a nose job.",Ross
27257,37982,7,7,Ross`s Library Book,"Well, she corned me! She asked if the wedding was in town! I mean, what was I supposed to do?!",Monica
42537,56819,10,7,The Home Study,"So, uhm... what are you gonna do today?",Rachel
12941,21393,4,14,Joey`s Dirty Day,"(coming back to the stage and sitting next to Chandler) Okay, Ive got some Ones, you wanna put them in her panties?",Monica
43532,57948,10,11,The Stripper Cries,(to Monica) I`m leaving you.,Chandler
27008,37724,7,6,The Nap Partners,"No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch.",Chandler
37114,49780,9,4,The Sharks,Oh hey Ross oh I`m so glad someone`s here could you zip me up?,Phoebe
39483,53036,9,18,The Lottery,Sense the tone! No that kid Nate got it.,Chandler
16714,25866,5,9,Ross`s Sandwich,(entering) Phoebe!,Ross
33373,45397,8,10,Monica`s Boots,(almost crying) They hurt so much!,Monica
1177,1424,1,6,The Butt,Who is being loud?,Rachel
36826,49439,9,2,Emma Cries,And youre Okay with that?,Joey
26971,37687,7,5,The Engagement Picture,Im marrying her.,Chandler
7216,14201,3,11,Chandler Can`t Remember Which Sister,Dear Mary-Angela. Hi. Hows it going. This is the hardest letter Ive ever had to write. (to Chandler) What the hells a matter with you? How do you think Joeys going to react when he finds out that you blew off his sister with a letter?,Ross
6718,13620,3,9,The Football,Break!!,Ross
36067,48543,8,23,Rachel Has A Baby,Gimmie! (Takes the ring and puts it in his coat pocket as Rachel enters the hallway.),Ross
27811,38632,7,9,All The Candy,(sarcastically) Okay Ross! (Ross exits and she says quietly to the bike) Please dont die!,Phoebe
29002,40078,7,15,Joey`s New Brain,"No, there is no way! It can not be Ross! (She looks through the window and sees Ross practicing and fumbling around with the pipes.) Unbelievable! Why is your family Scottish?!",Monica
19373,28926,5,21,The Ball,"Ohh!! God! (Gary enters and she sees him) Ooh! (To Chandler) Get out of here, good for nothing.",Phoebe
38744,52158,9,14,The Blind Dates,"Well, what happened?",Ross
29939,41189,7,19,Ross And Monica`s Cousin,I dont know. (Timidly) A cowboy theme?,Phoebe
24945,35293,6,21,Ross Meets Elizabeth`s Dad,What are you in love with her or something?,Joey
23011,33019,6,13,Rachel`s Sister,"Seriously, I dont Rachels gonna think its a good idea.",Phoebe
9843,17602,3,24,The Ultimate Fighting Champion,"Oh, that must be it.",Rachel
20551,30244,6,2,Ross Hugs Rachel,"No-o-o! (To Monica) No? (She nods no.) No-o-o! Look Joey, heres the thing, Monica and I have decided to live together, here. So, Im gonna be moving out man.",Chandler
37219,49921,9,4,The Sharks,HEY! Mike called were going out again! YAY! YAY! (She dances around with happiness),Phoebe
15318,24214,5,2,All The Kissing,I`m gonna do it.,Rachel
16217,25245,5,6,The Yeti,"Well, I guess that`s it.",Ross
44588,59251,10,15,Estelle Dies,But what if it is better than ours? Should we at least look?,Monica
34070,46209,8,13,Chandler Takes A Bath,"Well, then tell him to stop staring!",Phoebe
17780,27082,5,14,Everybody Finds Out,Well yeah! Someone sent us a basket at work once and people went crazy over those little muffins. It was the best day.,Ross
20846,30555,6,3,Ross`s Denial,Changes?,Monica
28425,39358,7,12,They`re Up All Night,(pause as she realizes her lame attempt to shift the blame has failed) I am so hot for you right now.,Rachel
30491,41807,7,21,The Vows,"I like that! (To Phoebe) Oh, okay! Show him your bra! He`s afraid of bras! Can`t work `em! (He swiftly rips open the front of Phoebe`s dress revealing her bra.)",Joey
4726,6142,2,1,Ross`s New Girlfriend,"Yeah. (Gets up, but then pauses when he realizes what that meant.)",Ross
21562,31341,6,6,On The Last Night,Then keep running. (They resume the chase.),Phoebe
38563,51954,9,14,The Blind Dates,"You know what`s crazy? These jars. What is it, like two bites in here?",Joey
38646,52041,9,14,The Blind Dates,I - I don`t think I can.,Chandler
18170,27514,5,16,The Cop,Yeah! (She puts on her coat and turns around and sees Ross is expecting her to help.) (Laughing.) Are you kiddin`?,Rachel
23239,33303,6,14,Chandler Can`t Cry,Im not telling you what to do! I am telling you what not to do!,Rachel
9302,16850,3,21,The Chick And The Duck,Rosss...,Rachel
37762,50597,9,7,Ross`s Inappropriate Song,"Yeah, totally! You are in such good hands. And I`m so good with meeting parents. With the father, you know, you want to flirt a little bit, but not in a gross way. Just kind of like: `Oh mr. Pincer, I can see where Wallis gets his good looks...`",Rachel
15558,24525,5,3,Hundredth,"You did it, man.",Ross
28285,39190,7,11,All The Cheesecakes,"No! No! No Pheebs, Im not gonna yell at you. I just yknow, started thinking about you and David and Iremember how bummed you were the first time he left. And I just Oh Pheebs, come here. (He hugs her.) Are you okay?",Joey
12226,20547,4,11,Phoebe`s Uterus,Doctor? Wow! I didnt know he had a nickname.,Joey
26516,37134,7,3,Phoebe`s Cookies,"Ohh, sorry.",Rachel
37817,50680,9,7,Ross`s Inappropriate Song,Also uhm... I just want you to know what a wonderful man your son is.,Phoebe
34872,47071,8,17,The Tea Leaves,Thats my favorite shirt! Okay? I love that shirt!,Ross
6522,13392,3,8,The Giant Poking Device,"Okay, I heard that.",Rachel
15363,24260,5,2,All The Kissing,"Yeah, what`s it about?",Rachel
22916,32900,6,12,The Joke,Its your joke.,Ross
17118,26329,5,11,All The Resulutions,"Oh see, I-I needed a new thing for today and there`s this leather store that always smells so good and I thought to myself, `Wow, (To Chandler) I never really owned a good smelling pair of pants before.`",Ross
13360,21953,4,16,The Fake Party,"Thats okay. Shes still in there enjoying her fake party and uh, its too late to do any of the things I had planned, so",Ross
42958,57301,10,8,The Late Thanksgiving,No seriously... I`m really wedged in here.,Joey
10265,18140,4,1,The Jellyfish,Me too.,Joey
23316,33400,6,14,Chandler Can`t Cry,"Look, Im talking right now! Youreyou mean her.",Phoebe
18680,28121,5,18,Rachel Smokes,Well-well that`s `cause I went down there and they were all smoking. This is actually the smell of success.,Rachel
36482,49069,9,1,No One Proposes,"Yknow, I dont really know her.",Joey
6640,13538,3,9,The Football,"Yeah, all right, Ill play.",Chandler
22241,32116,6,9,Ross Got High,"Op! Wait, you dropped a pea.",Rachel
1112,1354,1,6,The Butt,"So explain something to me here, uh, what kind of a relationship do you imagine us having if you already have a husband and a boyfriend?",Chandler
27909,38754,7,10,The Huliday Armadillo,You`ve got to be smooth about it.,Monica
